Device_Names,Announced_Date,Features,Device_Url
T-Mobile myTouch 3G Slide Android smartphone, Announced Apr 2010," Features 3.4″  display, 5 MP primary camera, 1300 mAh battery, 512 MB RAM, Corning Gorilla Glass",https://www.gsmarena.com/t_mobile_mytouch_3g_slide-3270.php
T-Mobile Garminfone Android smartphone, Announced Feb 2010," Features 3.5″  display, 315 MP primary camera, 1150 mAh battery, 4 GB storage, 256 MB RAM",https://www.gsmarena.com/t_mobile_garminfone-3277.php
T-Mobile Pulse Mini Android smartphone, Announced Feb 2010," Features 2.8″  display, Snapdragon S1 chipset, 315 MP primary camera, 1150 mAh battery, 300 MB storage",https://www.gsmarena.com/t_mobile_pulse_mini-3167.php
T-Mobile myTouch 3G Fender Edition Android smartphone, Announced Oct 2009," Features 3.2″  display, MSM7201A chipset, 315 MP primary camera, 1340 mAh battery, 192 MB RAM",https://www.gsmarena.com/t_mobile_mytouch_3g_fender_edition-3089.php
T-Mobile HD2 Windows Mobile smartphone, Announced Jan 2010," Features 4.3″  display, Snapdragon S1 chipset, 5 MP primary camera, 1230 mAh battery, 576 MB RAM",https://www.gsmarena.com/t_mobile_hd2-3228.php
T-Mobile Tap phone, Announced Oct 2009," Features 2.8″  display, 2 MP primary camera, 1150 mAh battery",https://www.gsmarena.com/t_mobile_tap-3019.php
T-Mobile Pulse Android smartphone, Announced Aug 2009," Features 3.5″  display, 315 MP primary camera, 1500 mAh battery, 192 MB storage",https://www.gsmarena.com/t_mobile_pulse-2911.php
T-Mobile Vairy Text phone, Announced Sep 2009," Features 2.4″  display, 2 MP primary camera, 850 mAh battery, 20 MB storage",https://www.gsmarena.com/t_mobile_vairy_text-3196.php
T-Mobile Vairy Touch II phone, Announced Feb 2010," Features 2.8″  display, 2 MP primary camera, 800 mAh battery",https://www.gsmarena.com/t_mobile_vairy_touch_ii-3190.php
T-Mobile G2 Touch Android smartphone, Announced Jul 2009," Features 3.2″  display, MSM7200A chipset, 5 MP primary camera, 1350 mAh battery, 288 MB RAM",https://www.gsmarena.com/t_mobile_g2_touch-2890.php
T-Mobile Dash 3G Windows Mobile smartphone, Announced Mar 2009," Features 2.4″  display, 2 MP primary camera, 1500 mAh battery, 192 MB RAM",https://www.gsmarena.com/t_mobile_dash_3g-2887.php
